timestamp,eye_aspect_ratio,blink_indicator,mouth_open_ratio,head_tilt_angle,face_motion_delta,hand_velocity,hand_acceleration,gesture_activity_score,idle_time_ratio,rolling_mean_ear,rolling_std_ear,rolling_mean_velocity,rolling_std_velocity,motion_entropy,label
1777076758.6712422,0.36054,0,0.01052,1.899,0.0,0.0,0.0,0.0,1.0,0.18027,0.18027,0.0,0.0,-0.0,Focused
1777076759.397789,0.33963,0,0.00435,1.372,3.228,0.0,0.0,0.0,1.0,0.25942,0.15005,0.0,0.0,-0.0,Focused
1777076760.0631304,0.29955,0,0.00496,1.633,4.484,0.0,0.0,0.0,1.0,0.27961,0.12635,0.0,0.0,-0.0,Focused
1777076760.6665637,0.33789,0,0.00535,1.056,1.109,0.0,0.0,0.0,1.0,0.29437,0.11237,0.0,0.0,-0.0,Focused
1777076761.2702203,0.32276,0,0.00568,1.523,0.032,0.0,0.0,0.0,1.0,0.30123,0.10147,0.0,0.0,-0.0,Focused
1777076761.8880534,0.3262,0,0.00562,1.261,0.628,0.0,0.0,0.0,1.0,0.30512,0.09304,0.0,0.0,-0.0,Focused
1777076762.0984266,0.33345,0,0.0055,1.198,0.467,0.0,0.0,0.0,1.0,0.30911,0.08669,0.0,0.0,-0.0,Focused
1777076762.2810385,0.33288,0,0.00591,1.208,0.239,0.0,0.0,0.0,1.0,0.31211,0.08148,0.0,0.0,-0.0,Focused
1777076762.4809232,0.34291,0,0.00828,0.914,1.955,0.0,0.0,0.0,1.0,0.31526,0.07734,0.0,0.0,-0.0,Focused
1777076762.6793003,0.33141,0,0.00659,1.324,4.295,0.0,0.0,0.0,1.0,0.31716,0.0736,0.0,0.0,-0.0,Focused
1777076762.862966,0.29852,0,0.00391,2.139,25.469,0.0,0.0,0.0,1.0,0.3168,0.07032,0.0,0.0,-0.0,Distracted
1777076763.05233,0.29284,0,0.00444,2.04,7.022,0.0,0.0,0.0,1.0,0.31459,0.06773,0.0,0.0,-0.0,Focused
1777076763.2399037,0.27728,0,0.00134,2.604,1.825,0.0,0.0,0.0,1.0,0.31125,0.06611,0.0,0.0,-0.0,Focused
1777076763.4280698,0.30446,0,0.00176,3.877,3.831,0.0,0.0,0.0,1.0,0.30935,0.0643,0.0,0.0,-0.0,Focused
1777076763.6315567,0.04967,1,0.00262,3.977,2.577,0.0,0.0,0.0,1.0,0.30084,0.07768,0.0,0.0,-0.0,Stressed
1777076763.8561828,0.15109,1,0.00268,3.287,1.196,0.0,0.0,0.0,1.0,0.29746,0.06982,0.0,0.0,-0.0,Exhausted
1777076764.0582232,0.23565,0,0.00357,2.214,2.499,0.0,0.0,0.0,1.0,0.28961,0.07146,0.0,0.0,-0.0,Sad
1777076764.2766666,0.24939,0,0.00383,1.826,1.01,0.0,0.0,0.0,1.0,0.28482,0.07147,0.0,0.0,-0.0,Sad
1777076764.4736676,0.2499,0,0.00343,1.998,1.391,0.0,0.0,0.0,1.0,0.27888,0.07045,0.0,0.0,-0.0,Sad
1777076764.658306,0.27445,0,0.00238,2.379,2.765,0.0,0.0,0.0,1.0,0.27456,0.06927,0.0,0.0,-0.0,Focused
1777076764.857205,0.07311,1,0.0023,1.94,1.338,0.0,0.0,0.0,1.0,0.26482,0.07676,0.0,0.0,-0.0,Exhausted
1777076765.0594506,0.09561,1,0.00115,1.654,0.093,0.0,0.0,0.0,1.0,0.24863,0.08577,0.0,0.0,-0.0,Exhausted
1777076765.2472022,0.11419,1,0.00132,1.147,0.256,0.0,0.0,0.0,1.0,0.23361,0.08933,0.0,0.0,-0.0,Exhausted
1777076765.476341,0.12881,1,0.00138,0.89,0.038,0.0,0.0,0.0,1.0,0.21934,0.08822,0.0,0.0,-0.0,Exhausted
1777076765.6715481,0.12949,1,0.00147,1.134,0.758,0.0,0.0,0.0,1.0,0.20557,0.08527,0.0,0.0,-0.0,Exhausted
1777076765.87288,0.16112,1,0.00156,1.039,0.66,0.0,0.0,0.0,1.0,0.19449,0.08126,0.0,0.0,-0.0,Exhausted
1777076766.0568366,0.187,1,0.00166,0.861,0.005,0.0,0.0,0.0,1.0,0.18738,0.07713,0.0,0.0,-0.0,Stressed
1777076766.2448654,0.24197,0,0.00179,1.507,0.428,0.0,0.0,0.0,1.0,0.18439,0.07474,0.0,0.0,-0.0,Sad
1777076766.4320228,0.32348,0,0.00237,2.494,0.085,0.0,0.0,0.0,1.0,0.18645,0.07769,0.0,0.0,-0.0,Focused
1777076766.6143973,0.32506,0,0.00262,2.817,0.375,0.0,0.0,0.0,1.0,0.19619,0.07818,0.0,0.0,-0.0,Focused
1777076766.806716,0.34156,0,0.00246,2.974,1.024,0.0,0.0,0.0,1.0,0.20984,0.08291,0.0,0.0,-0.0,Focused
1777076767.0381937,0.34809,0,0.00224,2.838,0.379,0.0,0.0,0.0,1.0,0.2185,0.09,0.0,0.0,-0.0,Focused
1777076767.2436056,0.35037,0,0.00238,2.584,3.511,0.0,0.0,0.0,1.0,0.22544,0.09583,0.0,0.0,-0.0,Focused
1777076767.4407728,0.27904,0,0.00255,2.487,0.437,0.0,0.0,0.0,1.0,0.22781,0.09685,0.0,0.0,-0.0,Focused
1777076767.639909,0.27006,0,0.00575,2.145,1.206,0.0,0.0,0.0,1.0,0.22824,0.09699,0.0,0.0,-0.0,Focused
1777076767.828227,0.26501,0,0.00367,1.845,4.174,0.0,0.0,0.0,1.0,0.23411,0.09255,0.0,0.0,-0.0,Focused
1777076768.0141008,0.27683,0,0.00274,1.96,2.713,0.0,0.0,0.0,1.0,0.24652,0.08453,0.0,0.0,-0.0,Focused
1777076768.2357535,0.28175,0,0.00318,1.799,0.119,0.0,0.0,0.0,1.0,0.25804,0.07619,0.0,0.0,-0.0,Focused
1777076768.4533324,0.28243,0,0.0034,1.997,0.608,0.0,0.0,0.0,1.0,0.2685,0.06768,0.0,0.0,-0.0,Focused
1777076768.6943278,0.34455,0,0.00362,2.373,3.432,0.0,0.0,0.0,1.0,0.2826,0.05829,0.0,0.0,-0.0,Focused
1777076768.9576983,0.23623,0,0.00354,1.67,4.968,0.0,0.0,0.0,1.0,0.29182,0.04727,0.0,0.0,-0.0,Focused
1777076769.143723,0.26446,0,0.00298,2.073,4.336,0.0,0.0,0.0,1.0,0.2971,0.03848,0.0,0.0,-0.0,Focused
1777076769.329093,0.27104,0,0.00125,2.581,1.4,0.0,0.0,0.0,1.0,0.30005,0.03419,0.0,0.0,-0.0,Focused
1777076769.504255,0.2666,0,0.00102,2.511,1.444,0.0,0.0,0.0,1.0,0.29684,0.03479,0.0,0.0,-0.0,Sad
1777076769.7489336,0.26835,0,0.00123,3.42,6.571,0.0,0.0,0.0,1.0,0.29259,0.03464,0.0,0.0,-0.0,Focused
1777076769.9650483,0.27894,0,0.001,3.051,2.069,0.0,0.0,0.0,1.0,0.2887,0.03293,0.0,0.0,-0.0,Focused
1777076770.1837995,0.32414,0,0.00092,3.453,4.07,0.0,0.0,0.0,1.0,0.28516,0.02944,0.0,0.0,-0.0,Focused
1777076770.3847978,0.34126,0,0.00109,3.247,2.95,0.0,0.0,0.0,1.0,0.28501,0.02918,0.0,0.0,-0.0,Focused
1777076770.5588336,0.25868,0,0.00093,3.474,3.98,0.0,0.0,0.0,1.0,0.28226,0.03112,0.0,0.0,-0.0,Focused
1777076770.7503455,0.27462,0,0.05166,2.785,1.495,0.0,0.0,0.0,1.0,0.28204,0.03127,0.0,0.0,-0.0,Focused
1777076770.9355204,0.2839,0,0.05488,1.853,9.455,0.0,0.0,0.0,1.0,0.28355,0.03106,0.0,0.0,-0.0,Focused
1777076771.1397812,0.28774,0,0.0853,0.123,17.389,0.0,0.0,0.0,1.0,0.28448,0.03104,0.0,0.0,-0.0,Distracted
1777076771.3528852,0.2628,0,0.07959,-2.34,7.044,0.0,0.0,0.0,1.0,0.2841,0.03127,0.0,0.0,-0.0,Focused
1777076771.5694997,0.27952,0,0.08069,-3.964,1.116,0.0,0.0,0.0,1.0,0.28379,0.0313,0.0,0.0,-0.0,Focused
1777076771.7615075,0.25296,0,0.10366,-2.167,27.529,0.0,0.0,0.0,1.0,0.2777,0.02867,0.0,0.0,-0.0,Distracted
1777076771.9409726,0.2406,0,0.11148,2.941,11.288,0.0,0.0,239.5425,1.0,0.2752,0.02675,0.0,0.0,-0.0,Distracted
1777076772.1255116,0.25378,0,0.10439,5.147,7.603,11.478,16.229,227.0743,0.9333,0.2742,0.0275,1.306,5.317,0.2911,Focused
1777076772.3256807,0.27486,0,0.10601,4.805,3.775,2.969,0.945,218.3702,0.9333,0.27425,0.02751,1.473,5.314,0.4349,Focused
1777076772.5314837,0.29986,0,0.10445,6.984,7.993,22.686,13.031,199.4721,0.8667,0.27519,0.02791,2.551,6.646,0.7188,Distracted
1777076772.7315953,0.32944,0,0.09838,7.551,2.01,6.459,3.984,189.7746,0.8333,0.2795,0.0307,2.848,6.645,0.8588,Focused
1777076772.918093,0.26387,0,0.09811,8.661,0.893,13.206,1.43,198.2237,0.7667,0.27887,0.03086,3.681,7.011,1.0246,Focused
1777076773.1232417,0.27453,0,0.09461,8.078,1.314,6.017,2.52,201.2237,0.7333,0.27728,0.02968,3.998,6.952,1.2018,Focused
1777076773.330983,0.27977,0,0.06769,8.52,1.217,8.223,0.953,202.7059,0.6667,0.27229,0.0224,4.515,6.925,1.3261,Focused
1777076773.536689,0.28127,0,0.03205,8.52,1.193,8.643,3.632,201.5865,0.6,0.27473,0.02079,4.97,6.853,1.4717,Focused
1777076773.735686,0.28564,0,0.00317,8.43,0.409,1.343,0.682,201.968,0.6,0.2759,0.02075,5.082,6.785,1.4717,Focused
1777076773.934794,0.33209,0,0.00209,8.764,1.012,3.96,2.873,201.7899,0.6,0.27873,0.0248,5.25,6.697,1.5214,Focused
1777076774.1122768,0.33216,0,0.00191,8.917,0.37,5.783,3.093,202.8898,0.5667,0.28155,0.02814,5.533,6.57,1.5605,Focused
1777076774.3170567,0.27821,0,0.00165,8.837,0.203,1.531,3.556,201.6733,0.5333,0.28211,0.02794,5.753,6.451,1.5972,Focused
1777076774.5387957,0.26428,0,0.00187,8.773,0.316,3.681,0.734,202.2024,0.5333,0.28142,0.02816,5.974,6.306,1.6436,Sad
1777076774.7709603,0.25746,0,0.0021,8.796,0.179,2.775,2.26,200.2423,0.5333,0.2822,0.02736,6.084,6.222,1.6548,Sad
1777076774.9632127,0.25887,0,0.00222,8.902,0.223,2.78,0.958,194.9815,0.5333,0.2829,0.02653,6.237,6.098,1.5533,Sad
1777076775.1558032,0.25513,0,0.00259,8.928,0.343,1.316,0.843,203.734,0.6,0.28349,0.0258,5.047,4.566,1.6436,Sad
1777076775.3558738,0.25869,0,0.00302,9.053,0.04,5.662,1.501,204.6585,0.5667,0.28246,0.02655,5.208,4.518,1.6652,Focused
1777076775.5427234,0.26204,0,0.00312,9.087,0.391,3.583,0.541,204.9827,0.6333,0.28112,0.02665,4.351,3.014,1.9283,Sad
1777076775.7459164,0.18131,1,0.00286,8.669,0.383,6.266,0.25,207.9926,0.6,0.27399,0.02918,4.462,3.003,1.9495,Stressed
1777076775.9462323,0.0785,1,0.00264,7.955,0.035,1.521,3.697,198.8852,0.6333,0.2623,0.0543,3.854,2.151,2.1829,Exhausted
